year,month,day,hour,요일,구,동가,기상상태,노면상태,도로형태,사고유형,ECLO,ECLO_group,cctv_count,light_count,parking_count,child_protect_count
2019,11,10,13,일요일,달성군,논공읍,맑음,건조,단일로 - 기타,차대사람,3,Soft,18.0,1153.0,29.0,22.0
2019,11,10,14,일요일,남구,봉덕동,맑음,건조,교차로 - 교차로횡단보도내,차대사람,5,Soft,24.0,1396.0,12.0,8.0
2019,11,10,15,일요일,달성군,다사읍,맑음,건조,단일로 - 기타,차대차,3,Soft,52.0,876.0,2.0,60.0
2019,11,10,16,일요일,동구,지저동,맑음,건조,단일로 - 기타,차대차,6,Soft,1.0,407.0,3.0,0.0
2019,11,10,16,일요일,달서구,도원동,맑음,건조,단일로 - 기타,차대사람,5,Soft,13.0,112.0,5.0,0.0
2019,11,10,17,일요일,남구,봉덕동,맑음,건조,단일로 - 기타,차대차,11,Hard,24.0,1396.0,12.0,8.0
2019,11,10,17,일요일,달성군,화원읍,맑음,건조,단일로 - 기타,차대차,5,Soft,39.0,940.0,14.0,38.0
2019,11,10,19,일요일,수성구,황금동,맑음,건조,단일로 - 기타,차대차,3,Soft,9.0,0.0,4.0,5.0
2019,11,10,19,일요일,달서구,본동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,8.0,290.0,2.0,0.0
2019,11,10,19,일요일,북구,동천동,맑음,건조,단일로 - 기타,차대차,3,Soft,3.0,70.0,7.0,7.0
2019,11,10,21,일요일,달서구,대곡동,비,젖음/습기,단일로 - 기타,차량단독,13,Hard,13.0,141.0,0.0,0.0
2019,11,10,21,일요일,북구,동천동,흐림,젖음/습기,교차로 - 교차로안,차대사람,3,Soft,3.0,70.0,7.0,7.0
2019,11,10,22,일요일,북구,복현동,비,젖음/습기,단일로 - 기타,차대차,3,Soft,10.0,534.0,15.0,11.0
2019,11,10,22,일요일,달서구,죽전동,비,젖음/습기,단일로 - 기타,차대차,6,Soft,2.0,399.0,13.0,0.0
2019,11,11,2,월요일,동구,율하동,흐림,건조,교차로 - 교차로안,차대차,1,Soft,8.0,406.0,4.0,12.0
2019,11,11,6,월요일,동구,신암동,흐림,건조,단일로 - 기타,차량단독,3,Soft,12.0,2001.0,5.0,15.0
2019,11,11,8,월요일,수성구,가천동,맑음,건조,단일로 - 기타,차대차,5,Soft,1.0,0.0,0.0,0.0
2019,11,11,8,월요일,달서구,대천동,맑음,건조,단일로 - 기타,차대차,3,Soft,7.0,110.0,1.0,0.0
2019,11,11,10,월요일,수성구,범어동,맑음,건조,교차로 - 교차로안,차대차,5,Soft,12.0,0.0,5.0,19.0
2019,11,11,10,월요일,수성구,수성동3가,맑음,건조,단일로 - 기타,차대차,3,Soft,1.0,0.0,0.0,1.0
2019,11,11,10,월요일,달서구,성당동,맑음,건조,기타 - 기타,차대차,3,Soft,7.0,806.0,16.0,0.0
2019,11,11,11,월요일,수성구,가천동,맑음,건조,단일로 - 터널,차대차,3,Soft,1.0,0.0,0.0,0.0
2019,11,11,11,월요일,달서구,용산동,맑음,건조,단일로 - 기타,차대사람,3,Soft,33.0,480.0,10.0,0.0
2019,11,11,12,월요일,동구,신천동,맑음,건조,단일로 - 기타,차대차,6,Soft,11.0,989.0,12.0,6.0
2019,11,11,13,월요일,동구,신기동,맑음,건조,단일로 - 기타,차대차,3,Soft,1.0,234.0,2.0,0.0
2019,11,11,13,월요일,수성구,파동,맑음,건조,교차로 - 교차로안,차대차,4,Soft,10.0,769.0,0.0,5.0
2019,11,11,13,월요일,달성군,화원읍,맑음,건조,교차로 - 교차로안,차대차,3,Soft,39.0,940.0,14.0,38.0
2019,11,11,13,월요일,북구,동천동,맑음,건조,단일로 - 기타,차대사람,5,Soft,3.0,70.0,7.0,7.0
2019,11,11,15,월요일,달성군,현풍읍,맑음,건조,단일로 - 기타,차대차,3,Soft,15.0,0.0,0.0,0.0
2019,11,11,15,월요일,달성군,가창면,맑음,건조,단일로 - 기타,차대차,3,Soft,17.0,1123.0,2.0,8.0
2019,11,11,16,월요일,남구,대명동,맑음,건조,단일로 - 기타,차대사람,3,Soft,62.0,5253.0,21.0,26.0
2019,11,11,16,월요일,수성구,파동,맑음,건조,단일로 - 기타,차대사람,5,Soft,10.0,769.0,0.0,5.0
2019,11,11,16,월요일,달성군,유가읍,맑음,건조,단일로 - 기타,차대차,6,Soft,16.0,454.0,2.0,12.0
2019,11,11,16,월요일,중구,삼덕동2가,맑음,건조,교차로 - 교차로부근,차대차,6,Soft,3.0,150.0,16.0,1.0
2019,11,11,16,월요일,달서구,성당동,맑음,건조,단일로 - 기타,차대사람,3,Soft,7.0,806.0,16.0,0.0
2019,11,11,17,월요일,수성구,황금동,맑음,건조,단일로 - 기타,차대사람,3,Soft,9.0,0.0,4.0,5.0
2019,11,11,17,월요일,달성군,다사읍,맑음,건조,교차로 - 교차로안,차대차,11,Hard,52.0,876.0,2.0,60.0
2019,11,11,18,월요일,동구,신천동,맑음,건조,교차로 - 교차로횡단보도내,차대차,3,Soft,11.0,989.0,12.0,6.0
2019,11,11,18,월요일,달서구,월성동,맑음,건조,단일로 - 기타,차대차,3,Soft,22.0,167.0,2.0,0.0
2019,11,11,18,월요일,중구,봉산동,맑음,건조,교차로 - 교차로안,차대차,5,Soft,4.0,214.0,11.0,2.0
2019,11,11,18,월요일,달서구,감삼동,맑음,건조,기타 - 기타,차대차,5,Soft,12.0,941.0,9.0,0.0
2019,11,11,18,월요일,북구,동천동,맑음,건조,단일로 - 기타,차대사람,5,Soft,3.0,70.0,7.0,7.0
2019,11,11,19,월요일,동구,신기동,맑음,건조,교차로 - 교차로부근,차대차,6,Soft,1.0,234.0,2.0,0.0
2019,11,11,19,월요일,수성구,중동,맑음,건조,기타 - 기타,차대사람,3,Soft,6.0,730.0,1.0,4.0
2019,11,11,19,월요일,수성구,중동,맑음,건조,기타 - 기타,차대차,1,Soft,6.0,730.0,1.0,4.0
2019,11,11,19,월요일,달서구,유천동,맑음,건조,단일로 - 기타,차대차,3,Soft,10.0,65.0,0.0,0.0
2019,11,11,19,월요일,서구,비산동,맑음,건조,교차로 - 교차로안,차대차,10,Hard,14.0,0.0,49.0,19.0
2019,11,11,19,월요일,중구,수창동,맑음,건조,단일로 - 기타,차대차,3,Soft,3.0,86.0,6.0,1.0
2019,11,11,19,월요일,북구,조야동,맑음,건조,교차로 - 교차로안,차대차,5,Soft,1.0,133.0,1.0,1.0
2019,11,11,20,월요일,남구,봉덕동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,24.0,1396.0,12.0,8.0
2019,11,11,20,월요일,수성구,노변동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,0.0,0.0,2.0,5.0
2019,11,11,20,월요일,달성군,다사읍,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,52.0,876.0,2.0,60.0
2019,11,11,20,월요일,서구,내당동,맑음,건조,단일로 - 기타,차대차,1,Soft,8.0,0.0,18.0,9.0
2019,11,11,21,월요일,수성구,신매동,맑음,건조,교차로 - 교차로안,차대차,5,Soft,11.0,0.0,3.0,7.0
2019,11,11,21,월요일,달서구,본리동,맑음,건조,교차로 - 교차로부근,차대차,6,Soft,11.0,261.0,6.0,0.0
2019,11,11,22,월요일,달서구,죽전동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,2.0,399.0,13.0,0.0
2019,11,12,1,화요일,남구,봉덕동,맑음,건조,단일로 - 고가도로위,차대차,11,Hard,24.0,1396.0,12.0,8.0
2019,11,12,1,화요일,수성구,범어동,맑음,건조,단일로 - 기타,차대차,3,Soft,12.0,0.0,5.0,19.0
2019,11,12,1,화요일,수성구,상동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,4.0,700.0,0.0,5.0
2019,11,12,1,화요일,달서구,진천동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,9.0,630.0,4.0,0.0
2019,11,12,1,화요일,달성군,다사읍,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,52.0,876.0,2.0,60.0
2019,11,12,4,화요일,달서구,두류동,맑음,건조,단일로 - 기타,차대차,5,Soft,12.0,1292.0,8.0,0.0
2019,11,12,8,화요일,북구,복현동,맑음,건조,단일로 - 기타,차대차,5,Soft,10.0,534.0,15.0,11.0
2019,11,12,9,화요일,서구,내당동,맑음,건조,교차로 - 교차로안,차대차,8,Soft,8.0,0.0,18.0,9.0
2019,11,12,9,화요일,서구,평리동,맑음,건조,단일로 - 기타,차대차,3,Soft,12.0,0.0,21.0,18.0
2019,11,12,9,화요일,북구,동변동,맑음,건조,교차로 - 교차로안,차대차,8,Soft,1.0,123.0,1.0,4.0
2019,11,12,9,화요일,북구,동호동,맑음,건조,교차로 - 교차로안,차대차,6,Soft,1.0,264.0,2.0,5.0
2019,11,12,12,화요일,동구,신천동,맑음,건조,단일로 - 기타,차대사람,1,Soft,11.0,989.0,12.0,6.0
2019,11,12,12,화요일,동구,검사동,맑음,건조,교차로 - 교차로안,차대차,5,Soft,0.0,346.0,0.0,1.0
2019,11,12,13,화요일,동구,신기동,맑음,건조,단일로 - 기타,차대차,5,Soft,1.0,234.0,2.0,0.0
2019,11,12,14,화요일,남구,대명동,맑음,건조,교차로 - 교차로안,차대차,6,Soft,62.0,5253.0,21.0,26.0
2019,11,12,14,화요일,달서구,송현동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,17.0,1372.0,30.0,0.0
2019,11,12,14,화요일,북구,복현동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,10.0,534.0,15.0,11.0
2019,11,12,14,화요일,서구,내당동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,8.0,0.0,18.0,9.0
2019,11,12,15,화요일,달서구,월성동,맑음,건조,단일로 - 기타,차대차,8,Soft,22.0,167.0,2.0,0.0
2019,11,12,15,화요일,달성군,다사읍,맑음,건조,단일로 - 기타,차대차,6,Soft,52.0,876.0,2.0,60.0
2019,11,12,15,화요일,달성군,화원읍,맑음,건조,교차로 - 교차로안,차대차,6,Soft,39.0,940.0,14.0,38.0
2019,11,12,15,화요일,달서구,감삼동,맑음,건조,단일로 - 기타,차대차,3,Soft,12.0,941.0,9.0,0.0
2019,11,12,16,화요일,동구,동호동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,1.0,264.0,2.0,5.0
2019,11,12,16,화요일,달서구,상인동,맑음,건조,기타 - 기타,차대차,3,Soft,30.0,844.0,16.0,0.0
2019,11,12,16,화요일,북구,노원동3가,맑음,건조,단일로 - 교량,차대차,1,Soft,2.0,671.0,29.0,0.0
2019,11,12,17,화요일,남구,봉덕동,맑음,건조,단일로 - 기타,차대차,3,Soft,24.0,1396.0,12.0,8.0
2019,11,12,17,화요일,수성구,두산동,맑음,건조,단일로 - 기타,차대사람,3,Soft,4.0,473.0,0.0,5.0
2019,11,12,17,화요일,달성군,화원읍,맑음,건조,단일로 - 기타,차대차,3,Soft,39.0,940.0,14.0,38.0
2019,11,12,17,화요일,북구,조야동,맑음,건조,단일로 - 기타,차대차,6,Soft,1.0,133.0,1.0,1.0
2019,11,12,18,화요일,수성구,범물동,맑음,건조,교차로 - 교차로안,차대차,9,Soft,7.0,0.0,0.0,7.0
2019,11,12,18,화요일,달서구,본동,맑음,건조,단일로 - 기타,차대사람,1,Soft,8.0,290.0,2.0,0.0
2019,11,12,18,화요일,북구,칠성동2가,맑음,건조,단일로 - 기타,차대차,1,Soft,3.0,268.0,20.0,4.0
2019,11,12,18,화요일,북구,침산동,맑음,건조,단일로 - 기타,차대차,5,Soft,16.0,732.0,25.0,7.0
2019,11,12,19,화요일,달서구,도원동,맑음,건조,단일로 - 기타,차대사람,3,Soft,13.0,112.0,5.0,0.0
2019,11,12,19,화요일,북구,칠성동2가,맑음,건조,교차로 - 교차로안,차대차,3,Soft,3.0,268.0,20.0,4.0
2019,11,12,19,화요일,달서구,죽전동,맑음,건조,단일로 - 기타,차대차,6,Soft,2.0,399.0,13.0,0.0
2019,11,12,19,화요일,달서구,이곡동,맑음,건조,교차로 - 교차로부근,차대차,6,Soft,23.0,405.0,5.0,0.0
2019,11,12,20,화요일,달서구,상인동,맑음,건조,단일로 - 기타,차대차,3,Soft,30.0,844.0,16.0,0.0
2019,11,12,20,화요일,북구,산격동,맑음,건조,교차로 - 교차로부근,차대차,5,Soft,12.0,968.0,42.0,8.0
2019,11,12,21,화요일,남구,대명동,맑음,건조,단일로 - 기타,차대차,3,Soft,62.0,5253.0,21.0,26.0
2019,11,12,21,화요일,수성구,수성동1가,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,4.0,0.0,0.0,4.0
2019,11,12,21,화요일,수성구,지산동,맑음,건조,교차로 - 교차로안,차대차,4,Soft,7.0,0.0,2.0,10.0
2019,11,12,21,화요일,달서구,도원동,맑음,건조,교차로 - 교차로횡단보도내,차대차,3,Soft,13.0,112.0,5.0,0.0
2019,11,13,5,수요일,수성구,만촌동,맑음,건조,교차로 - 교차로안,차대차,8,Soft,15.0,0.0,3.0,18.0
2019,11,13,6,수요일,달성군,옥포읍,맑음,건조,단일로 - 기타,차대차,3,Soft,23.0,0.0,0.0,0.0
2019,11,13,6,수요일,달서구,송현동,맑음,건조,단일로 - 기타,차대차,8,Soft,17.0,1372.0,30.0,0.0
2019,11,13,6,수요일,달서구,송현동,맑음,서리/결빙,단일로 - 기타,차대차,6,Soft,17.0,1372.0,30.0,0.0
2019,11,13,7,수요일,동구,신서동,맑음,건조,단일로 - 기타,차대사람,1,Soft,3.0,229.0,0.0,2.0
2019,11,13,7,수요일,달서구,송현동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,17.0,1372.0,30.0,0.0
2019,11,13,7,수요일,달서구,도원동,맑음,건조,단일로 - 기타,차량단독,3,Soft,13.0,112.0,5.0,0.0
2019,11,13,8,수요일,달서구,대곡동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,13.0,141.0,0.0,0.0
2019,11,13,8,수요일,서구,비산동,맑음,건조,교차로 - 교차로안,차대사람,3,Soft,14.0,0.0,49.0,19.0
2019,11,13,8,수요일,달서구,장기동,맑음,건조,단일로 - 기타,차대차,5,Soft,11.0,339.0,3.0,0.0
2019,11,13,10,수요일,중구,대신동,맑음,건조,단일로 - 기타,차대사람,5,Soft,5.0,391.0,11.0,2.0
2019,11,13,10,수요일,달서구,이곡동,맑음,건조,교차로 - 교차로안,차대차,4,Soft,23.0,405.0,5.0,0.0
2019,11,13,10,수요일,북구,학정동,맑음,건조,교차로 - 교차로부근,차량단독,5,Soft,1.0,121.0,0.0,7.0
2019,11,13,11,수요일,달성군,가창면,맑음,건조,단일로 - 기타,차대차,3,Soft,17.0,1123.0,2.0,8.0
2019,11,13,11,수요일,달성군,현풍읍,맑음,건조,교차로 - 교차로안,차대차,3,Soft,15.0,0.0,0.0,0.0
2019,11,13,12,수요일,수성구,수성동2가,맑음,건조,단일로 - 기타,차대사람,5,Soft,1.0,0.0,0.0,1.0
2019,11,13,12,수요일,수성구,수성동1가,맑음,건조,단일로 - 기타,차대차,3,Soft,4.0,0.0,0.0,4.0
2019,11,13,13,수요일,동구,불로동,맑음,건조,교차로 - 교차로안,차대차,8,Soft,0.0,590.0,2.0,1.0
2019,11,13,13,수요일,북구,태전동,맑음,건조,기타 - 기타,차대차,3,Soft,9.0,306.0,15.0,13.0
2019,11,13,14,수요일,동구,신서동,맑음,건조,교차로 - 교차로안,차대차,9,Soft,3.0,229.0,0.0,2.0
2019,11,13,15,수요일,남구,대명동,맑음,건조,단일로 - 지하차도(도로)내,차대차,5,Soft,62.0,5253.0,21.0,26.0
2019,11,13,15,수요일,달서구,대천동,맑음,건조,교차로 - 교차로안,차대차,8,Soft,7.0,110.0,1.0,0.0
2019,11,13,15,수요일,달서구,상인동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,30.0,844.0,16.0,0.0
2019,11,13,16,수요일,남구,봉덕동,맑음,건조,교차로 - 교차로안,차대차,6,Soft,24.0,1396.0,12.0,8.0
2019,11,13,16,수요일,달서구,도원동,맑음,건조,단일로 - 기타,차량단독,1,Soft,13.0,112.0,5.0,0.0
2019,11,13,17,수요일,중구,남산동,맑음,건조,단일로 - 기타,차대차,5,Soft,13.0,1474.0,12.0,9.0
2019,11,13,17,수요일,수성구,황금동,맑음,건조,교차로 - 교차로안,차대차,6,Soft,9.0,0.0,4.0,5.0
2019,11,13,17,수요일,달서구,대천동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,7.0,110.0,1.0,0.0
2019,11,13,17,수요일,달서구,송현동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,17.0,1372.0,30.0,0.0
2019,11,13,17,수요일,달서구,월성동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,22.0,167.0,2.0,0.0
2019,11,13,17,수요일,북구,노원동2가,맑음,건조,교차로 - 교차로안,차대차,5,Soft,1.0,401.0,8.0,0.0
2019,11,13,17,수요일,달서구,이곡동,맑음,건조,교차로 - 교차로부근,차대차,14,Hard,23.0,405.0,5.0,0.0
2019,11,13,18,수요일,동구,효목동,맑음,건조,교차로 - 교차로부근,차대차,8,Soft,4.0,1114.0,1.0,8.0
2019,11,13,18,수요일,수성구,이천동,맑음,건조,단일로 - 기타,차대차,3,Soft,8.0,551.0,4.0,6.0
2019,11,13,18,수요일,북구,산격동,맑음,건조,단일로 - 기타,차대차,5,Soft,12.0,968.0,42.0,8.0
2019,11,13,18,수요일,달서구,이곡동,맑음,건조,교차로 - 교차로부근,차대차,7,Soft,23.0,405.0,5.0,0.0
2019,11,13,19,수요일,수성구,만촌동,맑음,건조,단일로 - 기타,차대차,5,Soft,15.0,0.0,3.0,18.0
2019,11,13,19,수요일,수성구,사월동,맑음,건조,단일로 - 기타,차대차,8,Soft,0.0,0.0,0.0,2.0
2019,11,13,19,수요일,달서구,상인동,맑음,건조,단일로 - 기타,차대차,3,Soft,30.0,844.0,16.0,0.0
2019,11,13,19,수요일,달서구,대천동,맑음,건조,교차로 - 교차로부근,차대차,6,Soft,7.0,110.0,1.0,0.0
2019,11,13,19,수요일,북구,복현동,맑음,건조,교차로 - 교차로횡단보도내,차대사람,5,Soft,10.0,534.0,15.0,11.0
2019,11,13,19,수요일,중구,삼덕동3가,맑음,건조,단일로 - 기타,차대차,6,Soft,3.0,179.0,1.0,1.0
2019,11,13,19,수요일,북구,구암동,맑음,건조,교차로 - 교차로안,차대차,6,Soft,11.0,273.0,7.0,10.0
2019,11,13,20,수요일,수성구,만촌동,맑음,건조,교차로 - 교차로안,차대차,6,Soft,15.0,0.0,3.0,18.0
2019,11,13,20,수요일,달서구,월성동,비,젖음/습기,단일로 - 기타,차대사람,5,Soft,22.0,167.0,2.0,0.0
2019,11,13,20,수요일,달서구,송현동,맑음,건조,교차로 - 교차로안,차대차,1,Soft,17.0,1372.0,30.0,0.0
2019,11,13,21,수요일,달서구,대곡동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,13.0,141.0,0.0,0.0
2019,11,13,21,수요일,달서구,본동,맑음,건조,단일로 - 기타,차대차,3,Soft,8.0,290.0,2.0,0.0
2019,11,13,22,수요일,북구,노원동2가,맑음,건조,단일로 - 기타,차대차,5,Soft,1.0,401.0,8.0,0.0
2019,11,14,0,목요일,달서구,송현동,맑음,건조,단일로 - 기타,차대차,6,Soft,17.0,1372.0,30.0,0.0
2019,11,14,3,목요일,중구,삼덕동1가,맑음,건조,단일로 - 기타,차대차,7,Soft,4.0,90.0,8.0,0.0
2019,11,14,7,목요일,수성구,연호동,맑음,건조,교차로 - 교차로부근,차대차,8,Soft,0.0,0.0,0.0,0.0
2019,11,14,7,목요일,북구,산격동,맑음,건조,단일로 - 기타,차대차,3,Soft,12.0,968.0,42.0,8.0
2019,11,14,8,목요일,동구,신천동,맑음,건조,단일로 - 기타,차대차,3,Soft,11.0,989.0,12.0,6.0
2019,11,14,8,목요일,수성구,사월동,맑음,건조,단일로 - 기타,차대차,6,Soft,0.0,0.0,0.0,2.0
2019,11,14,8,목요일,수성구,노변동,맑음,건조,단일로 - 기타,차대차,9,Soft,0.0,0.0,2.0,5.0
2019,11,14,8,목요일,달서구,상인동,맑음,건조,기타 - 기타,차대차,3,Soft,30.0,844.0,16.0,0.0
2019,11,14,8,목요일,북구,칠성동2가,맑음,건조,교차로 - 교차로안,차대차,1,Soft,3.0,268.0,20.0,4.0
2019,11,14,8,목요일,중구,남산동,맑음,건조,교차로 - 교차로횡단보도내,차대차,3,Soft,13.0,1474.0,12.0,9.0
2019,11,14,9,목요일,동구,신암동,맑음,건조,교차로 - 교차로안,차대차,4,Soft,12.0,2001.0,5.0,15.0
2019,11,14,9,목요일,수성구,두산동,맑음,건조,교차로 - 교차로횡단보도내,차대사람,5,Soft,4.0,473.0,0.0,5.0
2019,11,14,9,목요일,중구,동인동2가,맑음,건조,교차로 - 교차로부근,차대차,5,Soft,2.0,75.0,6.0,0.0
2019,11,14,10,목요일,동구,신암동,맑음,건조,단일로 - 기타,차대차,15,Hard,12.0,2001.0,5.0,15.0
2019,11,14,10,목요일,수성구,황금동,맑음,건조,교차로 - 교차로횡단보도내,차대차,5,Soft,9.0,0.0,4.0,5.0
2019,11,14,10,목요일,달성군,화원읍,맑음,건조,단일로 - 기타,차대차,3,Soft,39.0,940.0,14.0,38.0
2019,11,14,10,목요일,북구,대현동,맑음,건조,단일로 - 기타,차대차,3,Soft,4.0,332.0,17.0,5.0
2019,11,14,11,목요일,수성구,만촌동,맑음,건조,기타 - 기타,차대차,3,Soft,15.0,0.0,3.0,18.0
2019,11,14,11,목요일,수성구,범물동,맑음,건조,단일로 - 기타,차대차,3,Soft,7.0,0.0,0.0,7.0
2019,11,14,11,목요일,중구,서문로2가,맑음,건조,교차로 - 교차로안,차대차,6,Soft,0.0,15.0,0.0,0.0
2019,11,14,12,목요일,수성구,황금동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,9.0,0.0,4.0,5.0
2019,11,14,12,목요일,북구,노원동3가,맑음,건조,단일로 - 기타,차대차,3,Soft,2.0,671.0,29.0,0.0
2019,11,14,13,목요일,북구,산격동,맑음,건조,교차로 - 교차로안,차대차,5,Soft,12.0,968.0,42.0,8.0
2019,11,14,14,목요일,동구,율하동,맑음,건조,교차로 - 교차로안,차대차,8,Soft,8.0,406.0,4.0,12.0
2019,11,14,14,목요일,동구,율하동,맑음,건조,교차로 - 교차로횡단보도내,차대사람,3,Soft,8.0,406.0,4.0,12.0
2019,11,14,14,목요일,북구,침산동,맑음,건조,단일로 - 기타,차대차,3,Soft,16.0,732.0,25.0,7.0
2019,11,14,14,목요일,중구,대신동,맑음,건조,단일로 - 기타,차대사람,3,Soft,5.0,391.0,11.0,2.0
2019,11,14,15,목요일,수성구,두산동,맑음,건조,기타 - 기타,차량단독,1,Soft,4.0,473.0,0.0,5.0
2019,11,14,15,목요일,달서구,월성동,맑음,건조,교차로 - 교차로안,차대차,5,Soft,22.0,167.0,2.0,0.0
2019,11,14,16,목요일,남구,봉덕동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,24.0,1396.0,12.0,8.0
2019,11,14,16,목요일,달서구,장동,맑음,건조,단일로 - 기타,차대사람,5,Soft,1.0,210.0,1.0,0.0
2019,11,14,16,목요일,달서구,송현동,맑음,건조,단일로 - 기타,차대차,3,Soft,17.0,1372.0,30.0,0.0
2019,11,14,16,목요일,달서구,진천동,맑음,건조,단일로 - 기타,차대차,6,Soft,9.0,630.0,4.0,0.0
2019,11,14,16,목요일,북구,산격동,맑음,건조,단일로 - 기타,차대사람,3,Soft,12.0,968.0,42.0,8.0
2019,11,14,16,목요일,서구,평리동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,12.0,0.0,21.0,18.0
2019,11,14,16,목요일,서구,내당동,맑음,건조,교차로 - 교차로안,차대차,9,Soft,8.0,0.0,18.0,9.0
2019,11,14,17,목요일,수성구,범어동,맑음,건조,단일로 - 기타,차대차,5,Soft,12.0,0.0,5.0,19.0
2019,11,14,17,목요일,동구,효목동,맑음,건조,단일로 - 기타,차대차,4,Soft,4.0,1114.0,1.0,8.0
2019,11,14,17,목요일,수성구,만촌동,맑음,건조,교차로 - 교차로부근,차대차,9,Soft,15.0,0.0,3.0,18.0
2019,11,14,17,목요일,달서구,대천동,맑음,건조,교차로 - 교차로안,차대사람,5,Soft,7.0,110.0,1.0,0.0
2019,11,14,17,목요일,서구,원대동1가,맑음,건조,교차로 - 교차로부근,차대차,5,Soft,3.0,0.0,4.0,2.0
2019,11,14,18,목요일,북구,구암동,맑음,건조,단일로 - 기타,차대차,4,Soft,11.0,273.0,7.0,10.0
2019,11,14,19,목요일,동구,신암동,맑음,건조,교차로 - 교차로안,차대사람,6,Soft,12.0,2001.0,5.0,15.0
2019,11,14,19,목요일,수성구,범어동,맑음,건조,단일로 - 기타,차량단독,2,Soft,12.0,0.0,5.0,19.0
2019,11,14,19,목요일,달서구,상인동,맑음,건조,교차로 - 교차로안,차대차,4,Soft,30.0,844.0,16.0,0.0
2019,11,14,19,목요일,달서구,감삼동,맑음,건조,교차로 - 교차로안,차대차,9,Soft,12.0,941.0,9.0,0.0
2019,11,14,20,목요일,동구,율하동,맑음,건조,교차로 - 교차로횡단보도내,차대차,5,Soft,8.0,406.0,4.0,12.0
2019,11,14,21,목요일,달성군,논공읍,맑음,건조,단일로 - 기타,차대사람,10,Hard,18.0,1153.0,29.0,22.0
2019,11,14,23,목요일,달서구,상인동,맑음,건조,단일로 - 기타,차대사람,1,Soft,30.0,844.0,16.0,0.0
2019,11,14,23,목요일,북구,구암동,맑음,건조,교차로 - 교차로안,차대차,1,Soft,11.0,273.0,7.0,10.0
2019,11,15,0,금요일,동구,신암동,맑음,건조,기타 - 기타,차대차,9,Soft,12.0,2001.0,5.0,15.0
2019,11,15,4,금요일,중구,삼덕동1가,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,4.0,90.0,8.0,0.0
2019,11,15,5,금요일,남구,이천동,맑음,건조,단일로 - 기타,차대차,1,Soft,8.0,551.0,4.0,6.0
2019,11,15,8,금요일,달서구,송현동,맑음,건조,교차로 - 교차로횡단보도내,차대차,3,Soft,17.0,1372.0,30.0,0.0
2019,11,15,8,금요일,서구,평리동,맑음,건조,단일로 - 기타,차대차,3,Soft,12.0,0.0,21.0,18.0
2019,11,15,8,금요일,북구,읍내동,맑음,건조,단일로 - 기타,차대차,5,Soft,7.0,369.0,15.0,13.0
2019,11,15,9,금요일,수성구,범어동,맑음,건조,단일로 - 기타,차대사람,3,Soft,12.0,0.0,5.0,19.0
2019,11,15,9,금요일,서구,평리동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,12.0,0.0,21.0,18.0
2019,11,15,10,금요일,달서구,신당동,맑음,건조,단일로 - 기타,차대차,6,Soft,12.0,531.0,10.0,0.0
2019,11,15,11,금요일,남구,대명동,맑음,건조,단일로 - 기타,차대차,6,Soft,62.0,5253.0,21.0,26.0
2019,11,15,11,금요일,달서구,대곡동,맑음,건조,교차로 - 교차로안,차대차,6,Soft,13.0,141.0,0.0,0.0
2019,11,15,12,금요일,수성구,수성동2가,맑음,건조,기타 - 기타,차대차,3,Soft,1.0,0.0,0.0,1.0
2019,11,15,12,금요일,달서구,월성동,맑음,건조,교차로 - 교차로부근,차대사람,5,Soft,22.0,167.0,2.0,0.0
2019,11,15,12,금요일,달서구,두류동,맑음,건조,교차로 - 교차로부근,차대차,6,Soft,12.0,1292.0,8.0,0.0
2019,11,15,12,금요일,달서구,신당동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,12.0,531.0,10.0,0.0
2019,11,15,13,금요일,수성구,신매동,맑음,건조,단일로 - 기타,차량단독,6,Soft,11.0,0.0,3.0,7.0
2019,11,15,14,금요일,남구,대명동,맑음,건조,단일로 - 기타,차대사람,5,Soft,62.0,5253.0,21.0,26.0
